Time,BPM
2018-09-01 00:00:00,99.9000499833375
2018-09-01 00:00:01,99.80019986673331
2018-09-01 00:00:02,99.9000499833375
2018-09-01 00:00:03,100.0
2018-09-01 00:00:04,100.10005001667083
2018-09-01 00:00:05,100.0
2018-09-01 00:00:06,100.10005001667083
2018-09-01 00:00:07,100.0
2018-09-01 00:00:08,100.10005001667083
2018-09-01 00:00:09,100.0
2018-09-01 00:00:10,100.10005001667083
2018-09-01 00:00:11,100.0
2018-09-01 00:00:12,99.9000499833375
2018-09-01 00:00:13,99.80019986673331
2018-09-01 00:00:14,99.7004495503373
2018-09-01 00:00:15,99.60079893439915
2018-09-01 00:00:16,99.50124791926824
2018-09-01 00:00:17,99.60079893439915
2018-09-01 00:00:18,99.50124791926824
2018-09-01 00:00:19,99.40179640539353
2018-09-01 00:00:20,99.50124791926824
2018-09-01 00:00:21,99.40179640539353
2018-09-01 00:00:22,99.3024442933235
2018-09-01 00:00:23,99.40179640539353
2018-09-01 00:00:24,99.50124791926824
2018-09-01 00:00:25,99.60079893439915
2018-09-01 00:00:26,99.50124791926824
2018-09-01 00:00:27,99.60079893439915
2018-09-01 00:00:28,99.7004495503373
2018-09-01 00:00:29,99.60079893439915
2018-09-01 00:00:30,99.50124791926824
2018-09-01 00:00:31,99.40179640539353
2018-09-01 00:00:32,99.50124791926824
2018-09-01 00:00:33,99.60079893439915
2018-09-01 00:00:34,99.7004495503373
2018-09-01 00:00:35,99.80019986673331
2018-09-01 00:00:36,99.7004495503373
2018-09-01 00:00:37,99.60079893439915
2018-09-01 00:00:38,99.50124791926824
2018-09-01 00:00:39,99.40179640539353
2018-09-01 00:00:40,99.50124791926824
2018-09-01 00:00:41,99.60079893439915
2018-09-01 00:00:42,99.7004495503373
2018-09-01 00:00:43,99.80019986673331
2018-09-01 00:00:44,99.9000499833375
2018-09-01 00:00:45,100.0
2018-09-01 00:00:46,100.10005001667083
2018-09-01 00:00:47,100.0
2018-09-01 00:00:48,99.9000499833375
2018-09-01 00:00:49,99.80019986673331
2018-09-01 00:00:50,99.9000499833375
2018-09-01 00:00:51,99.80019986673331
2018-09-01 00:00:52,99.7004495503373
2018-09-01 00:00:53,99.80019986673331
2018-09-01 00:00:54,99.7004495503373
2018-09-01 00:00:55,99.80019986673331
2018-09-01 00:00:56,99.9000499833375
2018-09-01 00:00:57,100.0
2018-09-01 00:00:58,100.10005001667083
2018-09-01 00:00:59,100.20020013340003
2018-09-01 00:01:00,100.3004504503377
2018-09-01 00:01:01,100.40080106773419
2018-09-01 00:01:02,100.50125208594012
2018-09-01 00:01:03,100.60180360540649
2018-09-01 00:01:04,100.50125208594012
2018-09-01 00:01:05,100.40080106773419
2018-09-01 00:01:06,100.3004504503377
2018-09-01 00:01:07,100.20020013340003
2018-09-01 00:01:08,100.3004504503377
2018-09-01 00:01:09,100.20020013340003
2018-09-01 00:01:10,100.3004504503377
2018-09-01 00:01:11,100.20020013340003
2018-09-01 00:01:12,100.10005001667083
2018-09-01 00:01:13,100.0
2018-09-01 00:01:14,99.9000499833375
2018-09-01 00:01:15,100.0
2018-09-01 00:01:16,100.10005001667083
2018-09-01 00:01:17,100.20020013340003
2018-09-01 00:01:18,100.3004504503377
2018-09-01 00:01:19,100.20020013340003
2018-09-01 00:01:20,100.10005001667083
2018-09-01 00:01:21,100.20020013340003
2018-09-01 00:01:22,100.10005001667083
2018-09-01 00:01:23,100.20020013340003
2018-09-01 00:01:24,100.3004504503377
2018-09-01 00:01:25,100.20020013340003
2018-09-01 00:01:26,100.10005001667083
2018-09-01 00:01:27,100.0
2018-09-01 00:01:28,100.10005001667083
2018-09-01 00:01:29,100.0
2018-09-01 00:01:30,99.9000499833375
2018-09-01 00:01:31,99.80019986673331
2018-09-01 00:01:32,99.9000499833375
2018-09-01 00:01:33,100.0
2018-09-01 00:01:34,99.9000499833375
2018-09-01 00:01:35,100.0
2018-09-01 00:01:36,99.9000499833375
2018-09-01 00:01:37,100.0
2018-09-01 00:01:38,99.9000499833375
2018-09-01 00:01:39,100.0
2018-09-01 00:01:40,100.10005001667083
2018-09-01 00:01:41,100.20020013340003
2018-09-01 00:01:42,100.3004504503377
2018-09-01 00:01:43,100.40080106773419
2018-09-01 00:01:44,100.50125208594012
2018-09-01 00:01:45,100.60180360540649
2018-09-01 00:01:46,100.70245572668486
2018-09-01 00:01:47,100.80320855042734
2018-09-01 00:01:48,100.90406217738679
2018-09-01 00:01:49,101.00501670841682
2018-09-01 00:01:50,101.10607224447196
2018-09-01 00:01:51,101.20722888660778
2018-09-01 00:01:52,101.30848673598092
2018-09-01 00:01:53,101.40984589384925
2018-09-01 00:01:54,101.51130646157192
2018-09-01 00:01:55,101.40984589384925
2018-09-01 00:01:56,101.30848673598094
2018-09-01 00:01:57,101.40984589384927
2018-09-01 00:01:58,101.51130646157193
2018-09-01 00:01:59,101.40984589384927
2018-09-01 00:02:00,101.51130646157193
2018-09-01 00:02:01,101.61286854060954
2018-09-01 00:02:02,101.51130646157196
2018-09-01 00:02:03,101.4098458938493
2018-09-01 00:02:04,101.30848673598098
2018-09-01 00:02:05,101.40984589384931
2018-09-01 00:02:06,101.51130646157198
2018-09-01 00:02:07,101.61286854060958
2018-09-01 00:02:08,101.511306461572
2018-09-01 00:02:09,101.40984589384934
2018-09-01 00:02:10,101.511306461572
2018-09-01 00:02:11,101.6128685406096
2018-09-01 00:02:12,101.51130646157202
